,,,,,,,,,,Month Year,Apr-17,Apr-17,Apr-17,Apr-17,Apr-17,Apr-17,Apr-17,Apr-17,May-17,May-17,May-17,May-17,May-17,May-17,May-17,May-17,Jun-17,Jun-17,Jun-17,Jun-17,Jun-17,Jun-17,Jun-17,Jun-17,Jul-17,Jul-17,Jul-17,Jul-17,Jul-17,Jul-17,Jul-17,Jul-17,Aug-17,Aug-17,Aug-17,Aug-17,Aug-17,Aug-17,Aug-17,Aug-17,Sep-17,Sep-17,Sep-17,Sep-17,Sep-17,Sep-17,Sep-17,Sep-17,Oct-17,Oct-17,Oct-17,Oct-17,Oct-17,Oct-17,Oct-17,Oct-17,Nov-17,Nov-17,Nov-17,Nov-17,Nov-17,Nov-17,Nov-17,Nov-17,Dec-17,Dec-17,Dec-17,Dec-17,Dec-17,Dec-17,Dec-17,Dec-17,Jan-18,Jan-18,Jan-18,Jan-18,Jan-18,Jan-18,Jan-18,Jan-18,Feb-18,Feb-18,Feb-18,Feb-18,Feb-18,Feb-18,Feb-18,Feb-18,Mar-18,Mar-18,Mar-18,Mar-18,Mar-18,Mar-18,Mar-18,Mar-18,Total,Total,Total,Total,Total,Total,Total,Total
614,PC - 1,Bliss Darcy,Level 8,Location 3,Client Service Staff,Serving Notice Period,Jillana Vivi,31-05-2016,Active,,160,144,120.00,16.00,0.00,0.00,24.00,83.33%,184,160,132.00,24.00,0.00,0.00,28.00,82.50%,176,176,92.00,0.00,0.00,0.00,84.00,52.27%,168,150,214.00,8.00,10.00,0.00,-64.00,142.67%,184,168,48.00,16.00,0.00,0.00,120.00,28.57%,168,96,96.00,72.00,0.00,0.00,0.00,100.00%,176,0,0.00,176.00,0.00,0.00,0.00,-,176,0,0.00,176.00,0.00,0.00,0.00,-,168,0,0.00,168.00,0.00,0.00,0.00,-,184,0,0.00,184.00,0.00,0.00,0.00,-,160,64,64.00,96.00,0.00,0.00,0.00,100.00%,176,160,144.00,16.00,0.00,0.00,16.00,90.00%,"2,080",1118,910.00,952.00,10.00,0.00,208.00,81.40%
615,PC - 3,Dorolisa Tedda,Level 7,Location 4,Client Service Staff,Confirmed Staff,Genvieve Celeste,31-05-2016,Active,,160,158,160.00,0.00,2.00,0.00,-2.00,101.27%,184,168,-18.00,16.00,0.00,0.00,162.00,-10.71%,176,176,80.00,0.00,0.00,0.00,120.00,45.45%,168,168,320.00,0.00,0.00,0.00,-152.00,190.48%,184,184,184.00,0.00,0.00,0.00,0.00,100.00%,168,160,160.00,8.00,0.00,0.00,0.00,100.00%,176,176,176.00,0.00,0.00,0.00,0.00,100.00%,176,172,176.00,0.00,4.00,0.00,0.00,102.33%,168,120,120.00,48.00,0.00,0.00,0.00,100.00%,184,168,144.00,16.00,0.00,0.00,24.00,85.71%,160,158,-2.00,0.00,2.00,0.00,160.00,-1.27%,176,160,240.00,16.00,0.00,0.00,-56.00,150.00%,"2,080",1968,"1,740.00",104.00,8.00,0.00,256.00,88.41%
616,PC - 3,Ester Ardisj,Level 6,Location 1,Client Service Staff,Confirmed Staff,Cortney Wanids,31-05-2016,Active,,160,152,0.00,8.00,0.00,0.00,152.00,0.00%,184,176,328.00,8.00,0.00,0.00,0.00,186.36%,176,120,16.00,40.00,16.00,0.00,126.50,13.33%,168,168,216.00,0.00,0.00,0.00,48.00,128.57%,184,168,112.00,16.00,0.00,0.00,64.00,66.67%,168,160,224.00,8.00,0.00,0.00,-40.00,140.00%,176,112,112.00,64.00,0.00,0.00,0.00,100.00%,176,168,168.00,8.00,0.00,0.00,0.00,100.00%,168,128,128.00,40.00,0.00,0.00,0.00,100.00%,184,143.5,252.00,40.00,0.50,0.00,0.00,175.61%,160,160,268.00,0.00,0.00,0.00,0.00,167.50%,176,168,168.00,8.00,0.00,0.00,0.00,100.00%,"2,080",1823.5,"1,992.00",240.00,16.50,0.00,350.50,109.24%
617,PC - 3,Emylee Danna,Level 7,Location 2,Client Service Staff,Confirmed Staff,Marney Anderea,31-05-2016,Active,,160,160,0.00,0.00,0.00,0.00,120.00,0.00%,184,184,90.00,0.00,0.00,0.00,136.00,48.91%,176,158,154.00,16.00,2.00,0.00,16.00,97.47%,168,160,16.00,8.00,0.00,0.00,144.00,10.00%,184,184,0.00,0.00,0.00,0.00,184.00,0.00%,168,152,89.50,16.00,0.00,0.00,62.50,58.88%,176,156,174.00,16.00,4.00,0.00,-8.00,111.54%,176,176,176.00,0.00,0.00,0.00,0.00,100.00%,168,120,120.00,48.00,0.00,0.00,0.00,100.00%,184,152,152.00,32.00,0.00,0.00,0.00,100.00%,160,160,168.00,0.00,0.00,0.00,0.00,105.00%,176,176,56.00,0.00,0.00,0.00,120.00,31.82%,"2,080",1938,"1,195.50",136.00,6.00,0.00,774.50,61.69%
618,PC - 1,Maria Aubrey,Level 5,Location 8,Client Service Staff,Confirmed Staff,Em Cacilie,31-05-2016,Active,,160,152,152.00,8.00,0.00,0.00,0.00,100.00%,184,184,184.00,0.00,0.00,0.00,0.00,100.00%,176,176,176.00,0.00,0.00,0.00,0.00,100.00%,168,112.5,99.50,48.00,7.50,0.00,5.00,88.44%,184,152,109.00,32.00,0.00,0.00,59.00,71.71%,168,0,0.00,168.00,0.00,0.00,0.00,-,176,40,40.00,128.00,8.00,0.00,0.00,100.00%,176,112,112.00,64.00,0.00,0.00,0.00,100.00%,168,128,88.00,40.00,0.00,0.00,40.00,68.75%,184,168,168.00,16.00,0.00,0.00,0.00,100.00%,160,160,160.00,0.00,0.00,0.00,0.00,100.00%,176,168,168.00,8.00,0.00,0.00,0.00,100.00%,"2,080",1552.5,"1,456.50",512.00,15.50,0.00,104.00,93.82%
619,PC - 1,Meryl Kata,Level 8,Location 3,Client Service Staff,Confirmed Staff,Marris Gilda,31-05-2016,Active,,160,152,136.00,8.00,0.00,0.00,24.00,89.47%,184,184,208.00,0.00,0.00,0.00,-24.00,113.04%,176,176,176.00,0.00,0.00,0.00,0.00,100.00%,168,168,160.00,0.00,0.00,0.00,0.00,95.24%,184,168,176.00,16.00,0.00,0.00,0.00,104.76%,168,168,168.00,0.00,0.00,0.00,0.00,100.00%,176,144,133.00,24.00,8.00,0.00,11.00,92.36%,176,167.5,179.00,8.00,0.50,0.00,-11.00,106.87%,168,120,120.00,48.00,0.00,0.00,0.00,100.00%,184,151,152.00,32.00,1.00,0.00,8.00,100.66%,160,149.75,152.00,8.00,2.25,0.00,0.00,101.50%,176,151,152.00,24.00,1.00,0.00,0.00,100.66%,"2,080",1899.25,"1,912.00",168.00,12.75,0.00,8.00,100.67%
620,PC - 2,Marthena Mallorie,Level 7,Location 7,Client Service Staff,Confirmed Staff,Cody Ashlan,30-06-2016,Active,,160,152,152.00,8.00,0.00,0.00,0.00,100.00%,184,147,147.00,32.00,5.00,0.00,0.00,100.00%,176,124,108.00,40.00,12.00,0.00,24.00,87.10%,168,155,152.00,8.00,5.00,0.00,8.00,98.06%,184,134,72.00,40.00,10.00,0.00,62.00,53.73%,168,166,160.00,0.00,2.00,0.00,6.00,96.39%,176,176,176.00,0.00,0.00,0.00,0.00,100.00%,176,176,176.00,0.00,0.00,0.00,0.00,100.00%,168,112,112.00,56.00,0.00,0.00,0.00,100.00%,184,176,176.00,8.00,0.00,0.00,0.00,100.00%,160,160,160.00,0.00,0.00,0.00,0.00,100.00%,176,136,128.00,40.00,0.00,0.00,8.00,94.12%,"2,080",1814,"1,719.00",232.00,34.00,0.00,108.00,94.76%
621,PC - 3,Louise Allis,Level 7,Location 1,Client Service Staff,Confirmed Staff,Benedikta Kirbee,30-06-2016,Active,,160,152,8.00,8.00,0.00,0.00,144.00,5.26%,184,184,304.00,0.00,0.00,0.00,-144.00,165.22%,176,160,184.00,0.00,16.00,0.00,8.00,115.00%,168,168,160.00,0.00,0.00,0.00,0.00,95.24%,184,165,291.00,16.00,3.00,0.00,0.00,176.36%,168,160,120.00,8.00,0.00,0.00,40.00,75.00%,176,136,176.00,40.00,0.00,0.00,-40.00,129.41%,176,163.5,168.00,8.00,4.50,0.00,104.00,102.75%,168,123,240.00,40.00,5.00,0.00,16.00,195.12%,184,176,176.00,8.00,0.00,0.00,0.00,100.00%,160,160,48.00,0.00,0.00,0.00,112.00,30.00%,176,168,280.00,8.00,0.00,0.00,-112.00,166.67%,"2,080",1915.5,"2,155.00",136.00,28.50,0.00,128.00,112.50%
622,PC - 3,Aurilia Ardra,Level 7,Location 4,Client Service Staff,Confirmed Staff,Genvieve Celeste,30-06-2016,Active,,160,144,182.50,16.00,0.00,0.00,0.00,126.74%,184,166,-39.50,16.00,2.00,0.00,178.00,-23.80%,176,160,0.00,8.00,8.00,0.00,166.50,0.00%,168,168,107.00,0.00,0.00,0.00,85.50,63.69%,184,104,104.00,80.00,0.00,0.00,0.00,100.00%,168,160,204.00,8.00,0.00,0.00,-16.00,127.50%,176,132,140.00,44.00,0.00,0.00,0.00,106.06%,176,160,168.00,8.00,8.00,0.00,0.00,105.00%,168,120,143.00,48.00,0.00,0.00,0.00,119.17%,184,131.75,134.00,50.00,2.25,0.00,0.00,101.71%,160,142,144.00,16.00,2.00,0.00,0.00,101.41%,176,120,120.00,56.00,0.00,0.00,0.00,100.00%,"2,080",1707.75,"1,407.00",350.00,22.25,0.00,414.00,82.39%
623,PC - 3,Nelia Eartha,Level 7,Location 1,Client Service Staff,Confirmed Staff,Zaneta Arlette,30-06-2016,Active,,160,112,112.00,48.00,0.00,0.00,0.00,100.00%,184,184,184.00,0.00,0.00,0.00,0.00,100.00%,176,168,168.00,0.00,8.00,0.00,16.00,100.00%,168,168,168.00,0.00,0.00,0.00,0.00,100.00%,184,176,176.00,8.00,0.00,0.00,0.00,100.00%,168,160,160.00,0.00,8.00,0.00,0.00,100.00%,176,176,176.00,0.00,0.00,0.00,0.00,100.00%,176,176,176.00,0.00,0.00,0.00,0.00,100.00%,168,128,128.00,40.00,0.00,0.00,0.00,100.00%,184,158,176.00,8.00,18.00,0.00,16.00,111.39%,160,160,160.00,0.00,0.00,0.00,0.00,100.00%,176,16,16.00,160.00,0.00,0.00,0.00,100.00%,"2,080",1782,"1,800.00",264.00,34.00,0.00,32.00,101.01%
624,PC - 3,Roanna Maribel,Level 6,Location 1,Client Service Staff,Confirmed Staff,Cortney Wanids,30-06-2016,Active,,160,160,120.00,0.00,0.00,0.00,0.00,75.00%,184,184,224.00,0.00,0.00,0.00,0.00,121.74%,176,176,166.00,0.00,0.00,0.00,10.00,94.32%,168,112,104.00,56.00,0.00,0.00,0.00,92.86%,184,184,160.00,0.00,0.00,0.00,0.00,86.96%,168,168,200.00,0.00,0.00,0.00,0.00,119.05%,176,152,152.00,24.00,0.00,0.00,0.00,100.00%,176,152,152.00,24.00,0.00,0.00,0.00,100.00%,168,128,88.00,40.00,0.00,0.00,40.00,68.75%,184,144,144.00,40.00,0.00,0.00,0.00,100.00%,160,96,96.00,64.00,0.00,0.00,0.00,100.00%,176,160,160.00,16.00,0.00,0.00,0.00,100.00%,"2,080",1816,"1,766.00",264.00,0.00,0.00,50.00,97.25%
625,PC - 3,Anselma Kellen,Level 6,Location 1,Client Service Staff,Confirmed Staff,Orsa Margeaux,30-06-2016,Active,,160,128,0.00,32.00,0.00,0.00,128.00,0.00%,184,184,320.00,0.00,0.00,0.00,-32.00,173.91%,176,96,118.00,80.00,0.00,0.00,0.00,122.92%,168,160,160.00,8.00,0.00,0.00,0.00,100.00%,184,184,184.00,0.00,0.00,0.00,0.00,100.00%,168,168,168.00,0.00,0.00,0.00,0.00,100.00%,176,176,176.00,0.00,0.00,0.00,0.00,100.00%,176,176,176.00,0.00,0.00,0.00,0.00,100.00%,168,128,128.00,40.00,0.00,0.00,0.00,100.00%,184,158.5,176.00,8.00,17.50,0.00,0.00,111.04%,160,160,160.00,0.00,0.00,0.00,0.00,100.00%,176,168,168.00,8.00,0.00,0.00,0.00,100.00%,"2,080",1886.5,"1,934.00",176.00,17.50,0.00,96.00,102.52%
626,PC - 3,Irita Allsun,Level 7,Location 1,Client Service Staff,Confirmed Staff,Gert Editha,30-06-2016,Active,,160,160,160.00,0.00,0.00,0.00,0.00,100.00%,184,184,184.00,0.00,0.00,0.00,0.00,100.00%,176,64,64.00,112.00,0.00,0.00,0.00,100.00%,168,168,168.00,0.00,0.00,0.00,0.00,100.00%,184,184,120.00,0.00,0.00,0.00,120.00,65.22%,168,120,200.00,48.00,0.00,0.00,-8.00,166.67%,176,168,184.00,8.00,0.00,0.00,0.00,109.52%,176,176,176.00,0.00,0.00,0.00,0.00,100.00%,168,96,104.00,48.00,24.00,0.00,0.00,108.33%,184,176,194.00,8.00,0.00,0.00,0.00,110.23%,160,144,144.00,16.00,0.00,0.00,0.00,100.00%,176,136,136.00,40.00,0.00,0.00,0.00,100.00%,"2,080",1776,"1,834.00",280.00,24.00,0.00,112.00,103.27%
627,PC - 3,Grete Devonne,Level 7,Location 4,Client Service Staff,Resigned,Genvieve Celeste,30-06-2016,Resigned,31-07-2017,160,152,152.00,8.00,0.00,0.00,0.00,100.00%,184,176,176.00,8.00,0.00,0.00,0.00,100.00%,176,176,176.00,0.00,0.00,0.00,0.00,100.00%,80,80,80.00,0.00,0.00,0.00,0.00,100.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,600,584,584.00,16.00,0.00,0.00,0.00,100.00%
628,PC - 3,Hazel Carolina,Level 7,Location 2,Client Service Staff,Confirmed Staff,Prudi Delly,30-06-2016,Active,,160,160,2.00,0.00,0.00,0.00,158.00,1.25%,184,159,8.00,20.00,5.00,0.00,151.00,5.03%,176,151,66.00,8.00,17.00,0.00,93.00,43.71%,168,144,0.00,24.00,0.00,0.00,141.00,0.00%,184,160,96.00,24.00,0.00,0.00,72.00,60.00%,168,168,160.00,0.00,0.00,0.00,8.00,95.24%,176,176,176.00,0.00,0.00,0.00,0.00,100.00%,176,176,176.00,0.00,0.00,0.00,0.00,100.00%,168,128,280.00,40.00,0.00,0.00,0.00,218.75%,184,184,184.00,0.00,0.00,0.00,0.00,100.00%,160,120,208.00,40.00,0.00,0.00,0.00,173.33%,176,134.5,19.00,40.00,1.50,0.00,115.50,14.13%,"2,080",1860.5,"1,375.00",196.00,23.50,0.00,738.50,73.90%
629,PC - 3,Erena Malanie,Level 7,Location 5,Client Service Staff,Confirmed Staff,Deloris Gabriella,30-06-2016,Active,,160,136,128.00,24.00,0.00,0.00,72.00,94.12%,184,176,344.00,8.00,0.00,0.00,0.00,195.45%,176,160,116.00,0.00,16.00,0.00,76.00,72.50%,168,128,106.00,32.00,8.00,0.00,38.00,82.81%,184,176,168.00,8.00,0.00,0.00,8.00,95.45%,168,160,160.00,8.00,0.00,0.00,40.00,100.00%,176,152,152.00,24.00,0.00,0.00,0.00,100.00%,176,160,160.00,16.00,0.00,0.00,0.00,100.00%,168,112,112.00,56.00,0.00,0.00,0.00,100.00%,184,94,96.00,88.00,2.00,0.00,0.00,102.13%,160,160,160.00,0.00,0.00,0.00,0.00,100.00%,176,144,48.00,32.00,0.00,0.00,96.00,33.33%,"2,080",1758,"1,750.00",296.00,26.00,0.00,330.00,99.54%
630,PC - 2,Cosetta Daloris,Level 8,Location 7,Client Service Staff,Resigned,Aimil Latisha,30-06-2016,Resigned,30-06-2017,160,152,112.00,8.00,0.00,0.00,40.00,73.68%,184,104,104.00,80.00,0.00,0.00,0.00,100.00%,16,16,0.00,0.00,0.00,0.00,16.00,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,360,272,216.00,88.00,0.00,0.00,56.00,79.41%
631,PC - 2,Ailyn Marie-Ann,Level 8,Location 7,Client Service Staff,Resigned,Aimil Latisha,30-06-2016,Resigned,30-06-2017,160,144,144.00,16.00,0.00,0.00,0.00,100.00%,184,160,0.00,24.00,0.00,0.00,162.00,0.00%,16,16,0.00,0.00,0.00,0.00,16.00,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,360,320,144.00,40.00,0.00,0.00,178.00,45.00%
632,PC - 2,Maud Walliw,Level 8,Location 7,Client Service Staff,Confirmed Staff,Tatiana Roxanna,30-06-2016,Active,,160,136,136.00,24.00,0.00,0.00,0.00,100.00%,184,152,38.00,32.00,0.00,0.00,152.00,25.00%,176,148,92.00,24.00,4.00,0.00,64.00,62.16%,168,160,296.00,8.00,0.00,0.00,-144.00,185.00%,184,144,48.00,40.00,0.00,0.00,160.00,33.33%,168,160,192.00,0.00,8.00,0.00,-32.00,120.00%,176,176,176.00,0.00,0.00,0.00,0.00,100.00%,176,168,168.00,8.00,0.00,0.00,0.00,100.00%,168,112,112.00,56.00,0.00,0.00,0.00,100.00%,184,176,176.00,8.00,0.00,0.00,0.00,100.00%,160,112,80.00,48.00,0.00,0.00,32.00,71.43%,176,152,160.00,24.00,0.00,0.00,0.00,105.26%,"2,080",1796,"1,674.00",272.00,12.00,0.00,232.00,93.21%
633,PC - 2,Zsa Zsa Flo,Level 8,Location 7,Client Service Staff,Resigned,Tatiana Roxanna,30-06-2016,Resigned,30-09-2017,160,152,144.00,8.00,0.00,0.00,8.00,94.74%,184,140,72.00,16.00,28.00,0.00,84.00,51.43%,176,156,200.00,16.00,4.00,0.00,-4.00,128.21%,168,168,176.00,0.00,0.00,0.00,-8.00,104.76%,184,160,160.00,24.00,0.00,0.00,0.00,100.00%,128,128,32.00,0.00,0.00,0.00,96.00,25.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,000",904,784.00,64.00,32.00,0.00,176.00,86.73%
634,PC - 2,Aliza Renee,Level 8,Location 7,Client Service Staff,Confirmed Staff,Tatiana Roxanna,30-06-2016,Active,,160,120,104.00,40.00,0.00,0.00,16.00,86.67%,184,112,52.00,72.00,0.00,0.00,60.00,46.43%,176,96,0.00,80.00,0.00,0.00,96.00,0.00%,168,157,176.00,8.00,3.00,0.00,-27.00,112.10%,184,152,104.00,32.00,0.00,0.00,56.00,68.42%,168,160,115.00,8.00,0.00,0.00,45.00,71.88%,176,160,200.00,16.00,0.00,0.00,-40.00,125.00%,176,128,128.00,48.00,0.00,0.00,0.00,100.00%,168,144,144.00,24.00,0.00,0.00,0.00,100.00%,184,101.5,112.00,72.00,10.50,0.00,0.00,110.34%,160,152.84,160.00,0.00,7.16,0.00,0.00,104.68%,176,152,152.00,24.00,0.00,0.00,0.00,100.00%,"2,080",1635.34,"1,447.00",424.00,20.66,0.00,206.00,88.48%
635,PC - 2,Hendrika Nettle,Level 7,Location 7,Client Service Staff,Confirmed Staff,Naomi Rebekah,30-06-2016,Active,,160,152,152.00,8.00,0.00,0.00,0.00,100.00%,184,156,156.00,24.00,4.00,0.00,0.00,100.00%,176,176,160.00,0.00,0.00,0.00,16.00,90.91%,168,160,152.00,8.00,0.00,0.00,0.00,95.00%,184,144,152.00,32.00,8.00,0.00,0.00,105.56%,168,168,168.00,0.00,0.00,0.00,0.00,100.00%,176,144,144.00,32.00,0.00,0.00,0.00,100.00%,176,200,200.00,-24.00,0.00,0.00,0.00,100.00%,168,128,128.00,40.00,0.00,0.00,0.00,100.00%,184,176,176.00,8.00,0.00,0.00,0.00,100.00%,160,160,160.00,0.00,0.00,0.00,0.00,100.00%,176,136,128.00,40.00,0.00,0.00,8.00,94.12%,"2,080",1900,"1,876.00",168.00,12.00,0.00,24.00,98.74%
636,PC - 2,Susi Zarla,Level 8,Location 7,Client Service Staff,Confirmed Staff,Kati Rosalyn,30-06-2016,Active,,160,136,72.00,24.00,0.00,0.00,72.00,52.94%,184,156,228.00,8.00,20.00,0.00,-56.00,146.15%,176,120,48.00,48.00,8.00,0.00,72.00,40.00%,168,168,104.00,0.00,0.00,0.00,64.00,61.90%,184,152,142.00,32.00,0.00,0.00,16.00,93.42%,168,160,152.00,8.00,0.00,0.00,8.00,95.00%,176,152,152.00,24.00,0.00,0.00,5.00,100.00%,176,167,167.00,8.00,1.00,0.00,0.00,100.00%,168,96,104.00,48.00,24.00,0.00,0.00,108.33%,184,144,144.00,40.00,0.00,0.00,0.00,100.00%,160,160,160.00,0.00,0.00,0.00,0.00,100.00%,176,152,152.00,24.00,0.00,0.00,0.00,100.00%,"2,080",1763,"1,625.00",264.00,53.00,0.00,181.00,92.17%
637,PC - 2,Rhetta Beverlie,Level 8,Location 7,Client Service Staff,Confirmed Staff,Kati Rosalyn,30-06-2016,Active,,160,152,52.00,8.00,0.00,0.00,100.00,34.21%,184,160,170.00,8.00,16.00,0.00,6.00,106.25%,176,152,36.00,24.00,0.00,0.00,116.00,23.68%,168,144,40.00,24.00,0.00,0.00,104.00,27.78%,184,136,186.00,48.00,0.00,0.00,-8.00,136.76%,168,144,40.00,24.00,0.00,0.00,112.00,27.78%,176,152,168.00,24.00,0.00,0.00,-16.00,110.53%,176,144,136.00,32.00,0.00,0.00,18.00,94.44%,168,64,88.00,80.00,24.00,0.00,-16.00,137.50%,184,151.5,12.00,24.00,8.50,0.00,148.00,7.92%,160,160,16.00,0.00,0.00,0.00,144.00,10.00%,176,136,8.00,40.00,0.00,0.00,128.00,5.88%,"2,080",1695.5,952.00,336.00,48.50,0.00,836.00,56.15%
638,PC - 2,Joellen Brigida,Level 8,Location 7,Client Service Staff,Confirmed Staff,Grata Rochella,30-06-2016,Active,,160,152,152.00,8.00,0.00,0.00,0.00,100.00%,184,160,160.00,24.00,0.00,0.00,0.00,100.00%,176,160,112.00,16.00,0.00,0.00,48.00,70.00%,168,168,144.00,0.00,0.00,0.00,16.00,85.71%,184,126,24.00,48.00,10.00,0.00,110.00,19.05%,168,160,222.00,8.00,0.00,0.00,-62.00,138.75%,176,176,176.00,0.00,0.00,0.00,0.00,100.00%,176,176,176.00,0.00,0.00,0.00,0.00,100.00%,168,96,96.00,72.00,0.00,0.00,0.00,100.00%,184,168,168.00,16.00,0.00,0.00,0.00,100.00%,160,160,96.00,0.00,0.00,0.00,64.00,60.00%,176,144,192.00,32.00,0.00,0.00,-40.00,133.33%,"2,080",1846,"1,718.00",224.00,10.00,0.00,136.00,93.07%
640,PC - 2,Amitie Judith,Level 8,Location 7,Client Service Staff,Confirmed Staff,Tallulah Kassia,30-06-2016,Active,,160,152,152.00,8.00,0.00,0.00,0.00,100.00%,184,168,168.00,16.00,0.00,0.00,0.00,100.00%,176,164,148.00,8.00,4.00,0.00,16.00,90.24%,168,152,72.00,16.00,0.00,0.00,72.00,47.37%,184,136,118.00,48.00,0.00,0.00,26.00,86.76%,168,168,160.00,0.00,0.00,0.00,8.00,95.24%,176,176,176.00,0.00,0.00,0.00,0.00,100.00%,176,160,160.00,16.00,0.00,0.00,0.00,100.00%,168,128,128.00,40.00,0.00,0.00,0.00,100.00%,184,176,176.00,8.00,0.00,0.00,0.00,100.00%,160,160,160.00,0.00,0.00,0.00,0.00,100.00%,176,120,104.00,56.00,0.00,0.00,16.00,86.67%,"2,080",1860,"1,722.00",216.00,4.00,0.00,138.00,92.58%
641,PC - 1,Prisca Bobinette,Level 8,Location 3,Client Service Staff,Resigned,Blondy Tatiania,30-06-2016,Resigned,31-05-2017,160,152,40.00,8.00,0.00,0.00,112.00,26.32%,128,128,0.00,0.00,0.00,0.00,160.00,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,288,280,40.00,8.00,0.00,0.00,272.00,14.29%
642,PC - 2,Zulema Ainslee,Level 8,Location 7,Client Service Staff,Confirmed Staff,Dannie Clotilda,30-06-2016,Active,,160,152,72.00,8.00,0.00,0.00,80.00,47.37%,184,168,228.00,16.00,0.00,0.00,-60.00,135.71%,176,160,120.00,16.00,0.00,0.00,40.00,75.00%,168,165,181.00,0.00,3.00,0.00,-24.00,109.70%,184,147,132.00,32.00,5.00,0.00,23.00,89.80%,168,168,168.00,0.00,0.00,0.00,0.00,100.00%,176,176,176.00,0.00,0.00,0.00,0.00,100.00%,176,176,176.00,0.00,0.00,0.00,0.00,100.00%,168,168,168.00,0.00,0.00,0.00,0.00,100.00%,184,184,184.00,0.00,0.00,0.00,0.00,100.00%,160,160,96.00,0.00,0.00,0.00,0.00,60.00%,176,156,212.00,20.00,0.00,0.00,8.00,135.90%,"2,080",1980,"1,913.00",92.00,8.00,0.00,67.00,96.62%
643,PC - 2,Dorothy Annice,Level 8,Location 7,Client Service Staff,Confirmed Staff,Dannie Clotilda,30-06-2016,Active,,160,152,211.00,8.00,0.00,0.00,0.00,138.82%,184,172,228.00,8.00,4.00,0.00,0.00,132.56%,176,176,240.00,0.00,0.00,0.00,16.00,136.36%,168,168,160.00,0.00,0.00,0.00,0.00,95.24%,184,134,72.00,48.00,2.00,0.00,70.00,53.73%,168,128,0.00,40.00,0.00,0.00,128.00,0.00%,176,152,400.00,24.00,0.00,0.00,-24.00,263.16%,176,176,212.00,0.00,0.00,0.00,16.00,120.45%,168,128,344.00,40.00,0.00,0.00,-16.00,268.75%,184,168,220.00,16.00,0.00,0.00,0.00,130.95%,160,160,184.00,0.00,0.00,0.00,0.00,115.00%,176,164,176.00,8.00,4.00,0.00,0.00,107.32%,"2,080",1878,"2,447.00",192.00,10.00,0.00,190.00,130.30%
645,PC - 2,Willa Naoma,Level 8,Location 7,Client Service Staff,Resigned,Terza Gwyn,30-06-2016,Resigned,31-05-2017,160,152,104.00,8.00,0.00,0.00,48.00,68.42%,152,144,40.00,8.00,0.00,0.00,112.00,27.78%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,312,296,144.00,16.00,0.00,0.00,160.00,48.65%
646,PC - 2,Edie Pierette,Level 8,Location 7,Client Service Staff,Resigned,Rosabella Arlina,30-06-2016,Resigned,31-05-2018,160,160,144.00,0.00,0.00,0.00,16.00,90.00%,184,128,128.00,56.00,0.00,0.00,5.00,100.00%,176,168,152.00,8.00,0.00,0.00,16.00,90.48%,168,168,168.00,0.00,0.00,0.00,0.00,100.00%,184,160,160.00,24.00,0.00,0.00,13.00,100.00%,168,168,156.00,0.00,0.00,4.00,13.00,92.86%,176,144,152.00,32.00,0.00,0.00,-8.00,105.56%,176,176,176.00,0.00,0.00,0.00,0.00,100.00%,168,159.5,158.00,8.00,0.50,0.00,2.00,99.06%,184,184,184.00,0.00,0.00,0.00,0.00,100.00%,160,128,128.00,32.00,0.00,0.00,0.00,100.00%,176,152,152.00,24.00,0.00,0.00,0.00,100.00%,"2,080",1895.5,"1,858.00",184.00,0.50,4.00,57.00,98.02%
